F606W flux (muJy),F814W flux (muJy),F125W flux (muJy),F160W flux (muJy),F606W/F814W,F814W/F125W,F125W/F160W,redshift
0.0580807,0.0683796,0.0959949,0.117036,0.8493863666941602,0.7123253422838088,0.8202168563518917,0.5297666666666666
1.33105,1.62562,1.80022,1.88954,0.8187952904122735,0.9030118541067204,0.9527292356869925,0.06266666666666666
0.0552613,0.0687304,0.114205,0.218719,0.804029948901796,0.6018160325730046,0.5221539966806725,2.39065
0.048144,0.0574432,0.100042,0.0986977,0.8381148682524651,0.5741908398472642,1.0136203781851048,1.5995166666666665
0.873906,1.48667,1.84008,1.75341,0.587827829982444,0.8079376983609409,1.0494293975738704,0.9541333333333334
0.0406952,0.0805357,0.192553,0.3515,0.5053063424046728,0.418252117598791,0.5478036984352774,2.2644333333333333
0.104951,0.213711,0.34472,0.40733,0.4910884325093233,0.6199553260617312,0.8462917045147669,0.6763166666666666
0.155869,0.12311,0.175307,0.289856,1.2660953618714972,0.7022537605457854,0.6048072146169132,1.5323333333333335
0.0339409,0.03153,0.223189,0.270469,1.0764636853790042,0.14127040311126446,0.8251925359283319,1.6271166666666668
0.307252,0.393058,0.779504,1.11194,0.7816963399803591,0.5042411584802644,0.7010306311491628,1.8578999999999999
0.0778808,0.164112,0.221602,0.284175,0.4745588378668226,0.7405709334753297,0.7798082167678366,0.6808666666666667
0.0836127,0.0549231,0.0631204,0.131146,1.522359444386788,0.8701323185531145,0.4812987052597867,1.5323833333333334
0.323406,0.472506,1.22408,1.46448,0.6844484514482356,0.38600908437357034,0.8358461706544302,1.7843166666666666
0.0116593,0.0393283,0.320407,0.441515,0.2964608182911542,0.1227448214302434,0.7256990136235462,2.5311500000000002
0.900163,1.83854,3.08144,3.38327,0.4896075146583702,0.5966496183602471,0.9107874925737527,0.9319000000000001
0.289733,0.362736,0.52761,0.608411,0.7987434387543558,0.6875078182748621,0.8671933939392943,0.21575
0.102159,0.116392,0.209585,0.179411,0.8777149632277133,0.5553450867189923,1.1681836676680917,0.9545333333333335
0.259941,0.19642,0.236047,0.338556,1.3233937480908256,0.8321224162984491,0.697217003981616,1.9375166666666666
0.170572,0.227034,0.313028,0.428428,0.7513059717927711,0.7252833612328611,0.7306431885871137,0.8607333333333335
0.422494,0.517624,1.0266,1.40157,0.8162179497086689,0.5042119618157023,0.7324643078833023,2.020516666666667
0.0390443,0.0405715,0.199588,0.263713,0.9623578127503295,0.2032762490730906,0.7568379260787296,1.0266833333333334
0.108661,0.111908,0.178656,0.27504,0.9709850948993817,0.6263881425756761,0.6495636998254799,1.4698333333333335
0.77712,0.914535,0.837396,0.773607,0.8497433121750398,1.0921177077511715,1.0824565961786798,0.13141666666666665
0.213278,0.511926,0.724515,0.845645,0.41661880818712077,0.7065775035713546,0.8567602244440634,0.8894166666666666
0.72538,0.848821,1.73327,2.31081,0.8545735791173875,0.48972231677695915,0.7500703216621012,2.004233333333333
0.574791,0.723008,1.43536,1.50247,0.7949995020801983,0.5037119607624568,0.9553335507530932,1.5091999999999999
0.111623,0.116169,0.190376,0.312317,0.9608673570401742,0.6102082195234694,0.6095601584287759,1.0951166666666667
0.0540444,0.045962,0.112945,0.124062,1.1758496148992645,0.406941431670282,0.9103915784043463,1.3897166666666667
0.110584,0.121613,0.132665,0.20814,0.9093106822461414,0.9166924207590548,0.6373834918804652,1.8369499999999999
0.387907,1.16198,3.50022,5.09528,0.3338327682059932,0.33197341881367454,0.686953415710226,0.9608833333333333
2.32497,3.47603,4.35742,4.38504,0.6688578637123385,0.7977266364041107,0.9937013117326182,0.65535
0.157994,0.189698,0.461975,0.577503,0.8328711952682685,0.41062395151252773,0.799952554359025,1.4055833333333332
0.238376,0.230092,0.322656,0.547287,1.0360029901083045,0.7131186154914212,0.5895553886717573,1.8759333333333335
1.60286,2.72004,3.33694,3.48512,0.5892780988514874,0.8151300293082885,0.9574820953080524,0.7228833333333333
0.0347047,0.0418948,0.111993,0.127735,0.8283772687779867,0.37408409454162317,0.8767604806826633,0.9689333333333332
0.942446,2.54943,4.66183,5.87195,0.36966929862753634,0.5468732236053224,0.7939151389231857,0.7494000000000001
0.0316873,0.0319519,0.0530497,0.105874,0.9917188023247445,0.6023012382727895,0.5010644728639704,1.5723500000000001
0.156268,0.31904,0.519868,0.582327,0.4898069207622868,0.6136942454623097,0.8927423938783535,0.40981666666666666
0.173727,0.175265,0.381624,0.417224,0.9912247168573303,0.4592609479487663,0.9146741318811958,1.4951666666666668
0.0676452,0.0989084,0.105681,0.132636,0.6839176450129616,0.9359146866513375,0.796774631321813,0.4290833333333333
0.471089,0.449473,0.527766,0.770633,1.048091876486463,0.8516520579196084,0.6848473916896888,2.2472166666666666
0.0865581,0.0852835,0.133794,0.139627,1.0149454466573253,0.6374239502518798,0.9582244121838899,1.2573999999999999
0.061879,0.0805773,0.0925115,0.137242,0.7679458110410748,0.8709976597504094,0.6740757202605616,0.3814666666666667
0.273175,0.318422,1.10295,1.67071,0.8579024062407749,0.28870030373090344,0.660168431385459,2.0366666666666666
0.0855462,0.181304,0.248486,0.308458,0.4718384591625116,0.7296346675466625,0.8055748270429037,0.47625000000000006
0.073585,0.229354,0.299738,0.333506,0.32083591304271997,0.7651815919236132,0.8987484483037785,0.8117000000000001
0.123662,0.138406,0.335436,0.466151,0.8934728263225582,0.41261522317222954,0.7195865717331938,1.9327833333333333
0.0416527,0.0850604,0.159848,0.185749,0.4896838011577656,0.5321330263750563,0.8605591416373708,1.3914666666666669
0.236257,0.249794,0.233061,0.406063,0.9458073452524881,1.0717966540948507,0.573952810278208,0.9968833333333332
0.38315,0.468557,0.542213,0.569644,0.8177233506275651,0.8641567059439741,0.9518453630688639,0.39198333333333335
0.0364078,0.0478894,0.100161,0.131725,0.7602475704435637,0.4781242200057907,0.7603795786676788,1.5607333333333333
0.0892671,0.120314,0.21445,0.24181,0.7419510613893645,0.5610352063418046,0.8868533145858318,0.59665
0.129803,0.167543,0.277974,0.449902,0.7747443939764718,0.6027290322116456,0.617854554991976,2.099016666666667
0.13443,0.141307,0.0955774,0.165566,0.9513329134437785,1.4784562040817177,0.5772767355616492,2.9139166666666667
0.0645377,0.0711144,0.0875331,0.1783,0.9075194334762019,0.8124286698403231,0.49093157599551324,0.9479000000000001
0.0310661,0.107818,0.167102,0.255206,0.28813463429112024,0.645222678364113,0.6547730069042265,0.8237833333333334
0.278502,0.254263,0.389985,0.586188,1.0953304255829595,0.6519814864674283,0.6652899752297897,1.6679166666666667
0.0403357,0.119532,0.100669,0.131195,0.3374468761503196,1.1873764515392027,0.767323449826594,3.6120666666666668
0.0911482,0.12452,0.225087,0.332436,0.7319964664310954,0.5532083150070861,0.6770837093455583,1.07595
0.0314201,0.114819,0.174207,0.236858,0.27364896053789006,0.6590952143140058,0.7354913070278394,2.4250833333333333
0.65926,1.41459,2.38431,2.41673,0.4660431644504768,0.593291140833197,0.9865851791470294,0.9470999999999998
1.17073,1.50226,1.81325,2.01409,0.7793125024962391,0.8284902798841858,0.9002825097190295,0.34800000000000003
0.484199,0.676678,0.780429,0.840391,0.7155530399983449,0.8670590149776597,0.9286498784494361,0.07529999999999999
0.0189389,0.0327932,0.108704,0.0959368,0.5775252186428894,0.30167427141595526,1.1330792771908171,0.78245
0.0557111,0.112016,0.151721,0.195944,0.49734948578774457,0.738302542166213,0.774307965541175,0.32025
0.159564,0.251043,0.364239,0.5834,0.6356042590313213,0.689226030161515,0.6243383613301337,1.1604666666666665
0.136292,0.274438,0.785114,0.997282,0.4966221878894322,0.34955178483634225,0.7872537557080144,0.9232833333333333
1.07677,1.4499,2.08447,2.88777,0.7426512173253328,0.6955724956463754,0.7218268767942045,0.21321666666666664
0.0910408,0.101828,0.191108,0.261813,0.8940645009231253,0.5328296042028591,0.7299408356345941,1.196783333333333
0.236243,1.32338,7.05402,10.3403,0.17851486345569678,0.18760649955628136,0.6821871705849928,1.2031833333333333
0.408877,0.679535,0.867844,0.965626,0.6017011632954888,0.7830151501882827,0.8987371922462734,0.6435833333333334
0.187216,0.182967,0.271888,0.412916,1.023222766947045,0.6729498911316424,0.6584583789439015,1.94995
0.0509926,0.0726767,0.0957598,0.0944312,0.7016361502379718,0.7589479092479307,1.0140695024525792,0.63005
0.0301572,0.0375819,0.0330385,0.132418,0.802439472192731,1.1375183498040167,0.24950157833527162,1.0928333333333333
0.166439,0.169586,0.28936,0.484616,0.981443043647471,0.5860727121924246,0.5970913052808822,1.5977666666666668
0.117297,0.192029,0.253262,0.303117,0.6108296142770102,0.7582227100788907,0.8355255561383887,1.0322166666666666
1.55188,2.26473,2.93819,3.32978,0.6852384169415338,0.7707908610403004,0.882397635879848,0.34356666666666663
0.0693268,0.115929,0.149221,0.198254,0.5980108514694338,0.7768946730017894,0.7526758602600703,0.6517166666666667
0.12074,0.22868,0.31347,0.385891,0.5279867063145006,0.7295115960059974,0.8123278335073895,1.5870499999999998
1.06073,1.54818,1.94238,2.12776,0.6851464300016794,0.7970530998053933,0.9128755122758206,0.13023333333333334
0.446083,0.652365,0.728011,0.615116,0.683793581813862,0.896092229375655,1.1835344878039264,0.9194999999999999
0.0615845,0.190046,0.32095,0.361462,0.3240504930385275,0.5921358467050942,0.887921828573958,0.9804166666666667
0.506378,0.685336,1.46912,1.93057,0.7388755296671998,0.4664942278370725,0.7609773279394169,1.9086333333333332
0.0827698,0.255628,1.28246,1.95943,0.3237900386499131,0.19932629477722505,0.6545066677554187,1.3706166666666668
0.427099,1.00705,1.96828,2.31055,0.42410903132912964,0.5116396041213649,0.8518664387267101,0.9807666666666668
1.48265,2.16107,2.73495,3.09884,0.6860721772085124,0.7901680103841021,0.8825721883027197,0.3450166666666667
0.117175,0.144086,0.33459,0.33544,0.8132295989894924,0.43063450790519736,0.997466014786549,1.7075666666666667
0.108699,0.198691,0.221615,0.236024,0.5470756098665768,0.8965593484195564,0.9389511236145477,0.6459333333333334
0.344662,0.339747,0.377063,0.497543,1.0144666472404467,0.9010351055393927,0.7578500752698761,2.507016666666667
0.0414048,0.142777,0.291284,0.287808,0.28999628791752174,0.49016423833784206,1.0120774961085166,0.6010666666666666
0.0301459,0.0271117,0.0688448,0.0941717,1.1119147821789117,0.3938089732267361,0.7310561453175424,1.4605666666666666
0.25193,0.262325,0.483474,0.612671,0.9603735823882589,0.5425834688111459,0.7891249953074326,1.9910333333333332
0.0470137,0.0791255,0.10576,0.223788,0.5941662295972853,0.748160930408472,0.47259012994441174,1.7547666666666668
0.0207783,0.0326282,0.032048,0.0985603,0.6368202965532882,1.0181040938592112,0.3251613479260919,2.4616666666666664
0.0677236,0.0688439,0.0758855,0.0918908,0.9837269532957894,0.9072075692984827,0.8258226068333282,1.3868
12.806,49.6904,96.392,105.863,0.25771577608552154,0.5155033612747946,0.9105353145102633,1.31515
0.137268,0.165814,0.290201,0.373987,0.8278432460467754,0.5713763908463444,0.7759654747357528,1.7313333333333334
0.0508183,0.03974,0.121545,0.124631,1.2787695017614493,0.3269570940803817,0.9752389052482929,1.563416666666667
0.0757958,0.0765376,0.186414,0.241259,0.990308031607994,0.4105786046112416,0.7726716930767349,0.9092666666666668
0.0714204,0.145418,0.201233,0.207211,0.4911386485854571,0.7226349554993465,0.9711501802510484,0.8762833333333333
0.427605,0.851551,1.24893,1.37937,0.5021484326834212,0.681824441722114,0.9054350899323605,0.33946666666666664
0.166722,0.20235,0.530758,0.722707,0.8239288361749444,0.38124719740446683,0.7344027385925416,1.5624166666666668
0.102029,0.105667,0.093568,0.129172,0.9655710865265409,1.1293070280437756,0.7243675099866843,1.5732
0.105491,0.208149,0.235693,0.259429,0.5068052212597707,0.883136113503583,0.9085067590747372,0.6664499999999999
0.524974,0.714175,1.31601,1.59804,0.7350775370182379,0.5426820464890085,0.8235150559435308,1.2222333333333333
0.195375,0.145176,0.445867,0.39938,1.3457802942635146,0.3256038235617348,1.116397916770995,1.3568
0.153556,0.215467,0.268774,0.375293,0.7126659766924865,0.8016660837729839,0.7161710983151831,0.5338666666666666
0.04737,0.0748852,0.0681827,0.119487,0.6325682511364061,1.0983020619599986,0.5706286039485468,0.3948833333333333
0.124753,0.119236,0.885544,1.63287,1.046269583011842,0.13464717732828635,0.5423236387465016,1.8363333333333332
0.147987,0.206893,0.236107,0.430658,0.7152827790210399,0.8762679632539484,0.5482471009478519,1.9763833333333334
0.135775,0.221637,0.270089,0.231772,0.6126007841650988,0.8206072813035702,1.1653219543344322,1.0662999999999998
0.122049,0.194147,0.261839,0.322685,0.6286422144045491,0.7414747230168156,0.8114383996777043,1.1873166666666666
0.19874,0.343952,0.376015,0.455175,0.57781318323487,0.9147294655798306,0.8260888669193167,0.6989833333333334
0.532515,0.642848,0.853174,1.55938,0.8283684479068146,0.75347818850551,0.5471238569174929,2.4572499999999997
0.074836,0.143346,0.212004,0.197943,0.5220654918867635,0.6761476198562292,1.071035601157909,0.87715
0.115592,0.115767,0.129724,0.116634,0.9984883429647482,0.8924100397767567,1.1122314247989438,0.287
0.103908,0.149745,0.138316,0.192825,0.6938996293699289,1.0826296307007142,0.7173136263451316,0.28686666666666666
0.133153,0.220657,0.429609,0.638459,0.6034388213380949,0.5136228524076544,0.6728842415879485,0.11653333333333334
0.447665,0.608497,0.954117,1.17592,0.7356897404588684,0.6377593104409627,0.8113791754541124,0.6186666666666666
0.00786931,0.123112,0.798183,2.1619,0.06391992657092728,0.1542403183229911,0.36920440353392847,2.412166666666667
0.112519,0.109875,0.206414,0.153475,1.0240637087599544,0.5323040103868923,1.3449356572731714,1.2858833333333333
0.0848891,0.076366,0.0334414,0.104106,1.1116085692585704,2.283576644518471,0.32122452116112427,3.0805833333333332
0.654292,0.777916,0.956437,0.964816,0.8410830989464158,0.8133478734093308,0.9913154425299746,0.2250833333333333
0.107274,0.154141,0.342837,0.38634,0.6959472171583161,0.4496043309211083,0.8873971113526945,1.12055
0.0273991,0.0541695,0.0672641,0.0638874,0.5058030810696056,0.8053255748608843,1.0528539273784814,0.46935
0.0904418,0.120768,0.117127,0.135847,0.7488887784843667,1.031085915288533,0.8621979138295288,0.31093333333333334
0.0235176,0.0363723,0.124867,0.158046,0.6465799523263582,0.29128833078395416,0.790067448717462,1.0552333333333335
0.171844,0.243778,0.238588,0.275783,0.7049200502096169,1.0217529800325247,0.8651294677336892,0.4626166666666667
0.0342262,0.0743652,0.087083,0.111605,0.4602448457074007,0.8539577184984442,0.7802786613502979,0.9089499999999999
0.318551,0.43362,0.428901,0.534899,0.7346317051796503,1.0110025390474726,0.8018354866993581,0.31528333333333336
0.0553222,0.0881615,0.175107,0.227041,0.6275097406464273,0.503472162734785,0.7712571738144213,1.6627833333333335
0.179341,0.138312,0.120188,0.29012,1.2966409277575337,1.1507970845675108,0.41426995725906524,0.94985
0.0522694,0.109501,0.142192,0.169224,0.4773417594359869,0.7700925509170699,0.8402590649080509,0.6193833333333333
21.2684,68.4731,119.259,148.517,0.3106095678448909,0.5741545711434777,0.8029989832813752,1.2002666666666668
0.0725301,0.0562224,0.153214,0.20945,1.2900569879620933,0.3669534115681335,0.731506326092146,1.5569
0.0550418,0.0960507,0.107509,0.159864,0.5730494415969899,0.893420085760262,0.6725028774458289,3.6281499999999998
0.0943638,0.144714,0.173831,0.171755,0.6520709813839711,0.8324982310404934,1.0120869843672675,0.4615666666666667
0.190162,0.213972,0.228684,0.356612,0.8887237582487428,0.9356666841580521,0.641268381321997,2.32215
0.581617,1.12446,1.62606,1.67252,0.5172411646479199,0.6915242979963839,0.9722215578886949,0.7566
0.372106,0.707965,0.977125,1.11216,0.525599429350321,0.7245388256364333,0.878583117537045,0.7274666666666666
0.295844,0.665551,1.06401,1.20772,0.4445098872963905,0.625511978270881,0.8810071870963468,0.8556499999999999
0.0927523,0.110634,0.0742662,0.101596,0.8383706636296256,1.4896951776178124,0.7309953147761723,3.1209166666666666
0.0604058,0.0836568,0.101858,0.137932,0.7220668254104866,0.8213080955840484,0.7384653307426848,2.0250166666666667
0.154136,0.144495,0.327401,0.334566,1.066722031904218,0.44133951942724675,0.9785841956445067,1.4095833333333332
0.0647719,0.0629487,0.0697607,0.0877984,1.0289632669141697,0.9023518972716731,0.7945554816488682,1.0067000000000002
0.0610586,0.110931,0.152098,0.16012,0.5504196302205876,0.7293389788162895,0.9499000749437921,0.8279500000000001
0.219543,0.234261,0.323107,0.549692,0.9371726407724716,0.7250260749534985,0.5877964387329632,1.6048499999999999
0.0810046,0.0918213,0.102598,0.127807,0.8821983570260931,0.8949618900953235,0.8027572824649667,3.1101833333333335
0.097896,0.105811,0.106665,0.167179,0.9251968131857746,0.9919936249003891,0.6380286997768858,2.6161
0.0992103,0.146196,0.282727,0.32904,0.678611589920381,0.5170924602178072,0.8592481157306103,1.19335
0.0412413,0.0438727,0.10345,0.144718,0.9400219270753795,0.4240956984050266,0.7148385135228513,1.3659333333333332
0.0619565,0.0363385,0.127792,0.14594,1.704982319028028,0.28435661074245655,0.8756475263807044,1.6002666666666665
0.251811,0.302877,0.358201,0.362553,0.8313969036935785,0.8455504032652059,0.9879962377914401,0.3310166666666667
0.0185495,0.0493976,0.0954577,0.116546,0.3755141950216205,0.517481565133038,0.8190559950577455,0.49593333333333334
0.53562,1.15549,1.80618,2.19867,0.46354360487758445,0.6397424398454196,0.82148753564655,0.6961333333333334
0.201497,0.223168,0.210562,0.317663,0.9028937840550617,1.0598683523142827,0.6628471052656432,2.19435
0.0220276,0.0156807,0.0412062,0.0742337,1.4047587161287445,0.38054224849658547,0.5550875141613579,1.6921333333333333
0.0912326,0.172809,0.281578,0.283528,0.5279389383654787,0.6137162704472651,0.9931223723935555,0.6810333333333333
0.58338,2.24263,7.37304,12.5101,0.26013207707022556,0.3041662597788701,0.5893669914708916,0.7705666666666667
0.0331463,0.0668895,0.117656,0.143404,0.4955381636878732,0.5685175426667574,0.8204513123762238,1.0319833333333335
0.397818,0.889758,2.25783,2.3861,0.447108090064939,0.39407661338541883,0.946242823016638,0.8240666666666666
0.065953,0.0661786,0.0756385,0.177509,0.9965910430259932,0.8749327392795998,0.4261107887487395,1.1826
0.0103578,0.0347526,0.0452236,0.0758953,0.29804388736382315,0.768461599695734,0.5958682553465103,0.7390166666666667
2.08632,3.62331,4.84665,5.85821,0.5758049959843348,0.7475906038191328,0.8273260944896138,0.48889999999999995
13.8945,36.0684,62.4547,68.0388,0.3852264031673155,0.5775129814089252,0.9179277118350119,2.3981683333333335
0.182476,0.253429,0.537418,0.811074,0.7200280946537294,0.471567755452925,0.6626004532262161,2.20095
0.0624444,0.171333,0.8269,1.38005,0.3644621876696258,0.20719917765146936,0.5991811890873519,1.62195
0.059865,0.0533285,0.159319,0.253714,1.1225704829500174,0.334727810242344,0.627947216156775,2.6531333333333333
0.0682424,0.0832466,0.113998,0.224953,0.8197620082982368,0.7302461446692048,0.506763635070437,2.41975
0.341928,1.30066,3.78633,5.20382,0.2628880722094937,0.34351469628901865,0.7276058741463002,0.9531000000000001
0.282454,0.315409,0.361371,0.517887,0.895516614934894,0.8728121515008122,0.6977796314640067,0.5823333333333333
0.044089,0.0794079,0.110302,0.112977,0.5552218356108145,0.7199135101811391,0.9763226143374315,0.92245
0.143367,0.19216,0.419682,0.459497,0.74608139050791,0.4578704828894258,0.9133509032703152,1.0096
0.365109,0.616736,0.590294,0.710914,0.5920020884138433,1.0447946277617592,0.8303310949003676,0.6352666666666666
0.228727,0.234596,0.491273,0.55027,0.9749825231461747,0.47752675192815397,0.8927853599142239,1.5708833333333334
0.986259,1.15083,2.50854,2.51386,0.8569979927530564,0.4587648592408333,0.9978837325865402,1.3635166666666667
0.0269942,0.0748089,0.0733028,0.096216,0.36084209231789266,1.0205462819974134,0.7618566558576536,0.8028333333333334
